dim_1,dim_2,dim_3,ava_s_1,ava_s_2,ava_s_3
0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,61.0,0.0,0.0
0.0,0.0,0.0,4.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,2.0,1.0,0.0
5.0,0.0,0.0,14.0,0.0,0.0
0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,6.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,49.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,3.0,0.0,0.0
4.0,0.0,0.0,13.0,0.0,0.0
3.0,0.0,0.0,9.0,0.0,0.0
5.0,0.0,0.0,31.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,19.0,0.0,0.0
5.0,0.0,0.0,35.0,2.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
4.0,0.0,0.0,13.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,49.0,0.0,0.0
4.0,0.0,0.0,55.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0
5.0,0.0,0.0,34.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,8.0,0.0,0.0
6.0,0.0,0.0,28.0,2.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,8.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,4.0,0.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,3.0,0.0,0.0
2.0,0.0,0.0,15.0,0.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0
1.0,0.0,0.0,8.0,2.0,0.0
0.0,0.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,3.0,8.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,31.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,24.0,0.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0
2.0,0.0,0.0,14.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,38.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
4.0,0.0,0.0,10.0,0.0,0.0
3.0,0.0,0.0,9.0,3.0,0.0
0.0,0.0,0.0,5.0,0.0,0.0
13.0,0.0,0.0,136.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,28.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,0.0,7.0,0.0
7.0,0.0,0.0,80.0,0.0,0.0
7.0,0.0,0.0,59.0,0.0,0.0
0.0,0.0,0.0,11.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,8.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,74.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,10.0,0.0,2.0
0.0,0.0,0.0,0.0,4.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0
11.0,0.0,0.0,170.0,0.0,0.0
1.0,0.0,0.0,10.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,90.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,17.0,0.0,0.0
8.0,0.0,0.0,30.0,0.0,0.0
0.0,0.0,0.0,9.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,42.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0
12.0,0.0,0.0,174.0,0.0,0.0
3.0,0.0,0.0,10.0,1.0,0.0
1.0,0.0,0.0,3.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,11.0,0.0,0.0
5.0,0.0,0.0,77.0,0.0,0.0
2.0,0.0,0.0,17.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
19.0,2.0,0.0,590.0,5.0,1.0
1.0,0.0,0.0,5.0,0.0,0.0
0.0,0.0,0.0,1.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,9.0,0.0,0.0
0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,0.0,5.0,0.0,0.0
7.0,0.0,0.0,45.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,0.0,387.0,2.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,3.0,0.0,0.0
0.0,0.0,0.0,8.0,0.0,0.0
6.0,0.0,0.0,108.0,0.0,0.0
2.0,0.0,0.0,7.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,86.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,32.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,6.0,0.0,0.0
8.0,0.0,0.0,15.0,0.0,0.0
0.0,0.0,0.0,3.0,0.0,0.0
13.0,0.0,0.0,170.0,0.0,0.0
0.0,0.0,0.0,4.0,0.0,0.0
0.0,1.0,0.0,0.0,4.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
5.0,0.0,0.0,37.0,0.0,0.0
23.0,0.0,0.0,614.0,1.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,2.0,1.0,0.0
3.0,0.0,0.0,21.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,214.0,0.0,1.0
1.0,0.0,0.0,4.0,0.0,0.0
4.0,0.0,0.0,21.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,8.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,6.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,117.0,0.0,0.0
1.0,0.0,0.0,13.0,0.0,0.0
0.0,0.0,0.0,2.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.0,1.0,0.0
6.0,0.0,0.0,78.0,0.0,0.0
2.0,0.0,0.0,5.0,0.0,0.0
1.0,0.0,0.0,7.0,0.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,5.0,0.0,0.0
6.0,0.0,0.0,33.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,2.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,4.0,0.0,0.0
0.0,0.0,0.0,6.0,3.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,5.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,10.0,0.0,0.0
6.0,0.0,0.0,49.0,0.0,0.0
0.0,0.0,0.0,2.0,3.0,0.0
2.0,0.0,0.0,8.0,1.0,0.0
0.0,0.0,0.0,5.0,0.0,0.0
0.0,0.0,0.0,4.0,0.0,0.0
10.0,0.0,0.0,261.0,0.0,0.0
19.0,0.0,0.0,1666.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,68.0,0.0,0.0
2.0,0.0,0.0,8.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
3.0,0.0,0.0,18.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,29.0,0.0,0.0
3.0,0.0,0.0,15.0,0.0,0.0
2.0,0.0,0.0,12.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
7.0,0.0,0.0,80.0,0.0,0.0
2.0,0.0,0.0,27.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.0,0.0,0.0
3.0,0.0,0.0,32.0,1.0,0.0
9.0,0.0,0.0,105.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,0.0
15.0,0.0,0.0,795.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4.0
3.0,0.0,0.0,12.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,286.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,5.0,0.0,0.0
7.0,0.0,0.0,14.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,29.0,0.0,1.0
6.0,0.0,0.0,50.0,2.0,0.0
6.0,0.0,0.0,44.0,0.0,0.0
12.0,0.0,0.0,215.0,0.0,0.0
0.0,2.0,0.0,0.0,6.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,7.0,0.0,0.0
2.0,0.0,0.0,10.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,0.0
17.0,0.0,0.0,452.0,0.0,0.0
0.0,0.0,0.0,3.0,0.0,0.0
0.0,0.0,0.0,4.0,0.0,0.0
4.0,0.0,0.0,14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,3.0,0.0,0.0
