dim_1,dim_2,ava_s_1,ava_s_2
0.0,0.0,6.0,2.0
0.0,0.0,0.0,2.0
0.0,0.0,1.0,2.0
0.0,0.0,0.0,0.0
0.0,0.0,2.0,6.0
0.0,0.0,0.0,5.0
4.0,0.0,41.0,0.0
0.0,0.0,2.0,2.0
5.0,0.0,30.0,0.0
0.0,0.0,3.0,2.0
0.0,0.0,0.0,3.0
0.0,0.0,5.0,0.0
0.0,0.0,0.0,11.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,4.0
2.0,0.0,24.0,1.0
0.0,0.0,1.0,0.0
0.0,1.0,0.0,11.0
0.0,7.0,1.0,34.0
0.0,0.0,0.0,2.0
0.0,3.0,2.0,16.0
0.0,0.0,0.0,0.0
0.0,0.0,3.0,1.0
0.0,0.0,0.0,0.0
1.0,3.0,8.0,6.0
0.0,0.0,1.0,2.0
0.0,0.0,0.0,0.0
0.0,0.0,3.0,1.0
0.0,0.0,0.0,0.0
0.0,5.0,2.0,47.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0
0.0,0.0,2.0,0.0
0.0,4.0,0.0,43.0
0.0,0.0,2.0,9.0
0.0,0.0,0.0,5.0
0.0,0.0,1.0,0.0
0.0,11.0,0.0,148.0
2.0,0.0,16.0,1.0
0.0,0.0,0.0,0.0
0.0,0.0,4.0,3.0
0.0,3.0,1.0,11.0
0.0,0.0,0.0,0.0
30.0,7.0,627.0,116.0
0.0,0.0,0.0,0.0
0.0,0.0,13.0,1.0
0.0,0.0,4.0,0.0
0.0,2.0,0.0,8.0
13.0,0.0,445.0,2.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,3.0
0.0,0.0,2.0,0.0
0.0,23.0,2.0,176.0
2.0,0.0,21.0,0.0
0.0,0.0,0.0,6.0
0.0,0.0,3.0,0.0
0.0,0.0,1.0,2.0
0.0,0.0,0.0,6.0
1.0,4.0,4.0,30.0
0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0
0.0,0.0,3.0,1.0
0.0,0.0,0.0,0.0
6.0,0.0,109.0,1.0
0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0
0.0,3.0,1.0,35.0
0.0,0.0,0.0,0.0
6.0,0.0,122.0,2.0
0.0,5.0,0.0,46.0
6.0,0.0,51.0,2.0
0.0,32.0,0.0,2067.0
2.0,0.0,14.0,5.0
0.0,0.0,0.0,0.0
2.0,0.0,5.0,1.0
0.0,0.0,2.0,0.0
0.0,2.0,1.0,20.0
0.0,0.0,0.0,4.0
0.0,0.0,3.0,0.0
0.0,0.0,0.0,2.0
4.0,0.0,13.0,0.0
0.0,0.0,3.0,3.0
0.0,0.0,0.0,0.0
0.0,0.0,13.0,4.0
2.0,0.0,8.0,1.0
0.0,0.0,0.0,0.0
5.0,4.0,21.0,17.0
0.0,0.0,0.0,4.0
0.0,2.0,2.0,10.0
0.0,0.0,5.0,0.0
0.0,7.0,0.0,65.0
0.0,0.0,2.0,1.0
14.0,0.0,305.0,0.0
0.0,2.0,1.0,10.0
0.0,0.0,0.0,0.0
0.0,1.0,1.0,10.0
0.0,0.0,0.0,0.0
4.0,0.0,51.0,4.0
0.0,0.0,0.0,0.0
0.0,2.0,1.0,13.0
0.0,0.0,0.0,3.0
0.0,0.0,5.0,0.0
2.0,3.0,14.0,17.0
0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0
2.0,3.0,15.0,12.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,3.0
2.0,0.0,8.0,0.0
0.0,0.0,0.0,1.0
0.0,0.0,2.0,0.0
0.0,0.0,1.0,2.0
0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0
2.0,0.0,25.0,1.0
0.0,0.0,0.0,0.0
0.0,1.0,2.0,9.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0
1.0,0.0,8.0,0.0
0.0,0.0,0.0,4.0
2.0,0.0,14.0,1.0
3.0,0.0,19.0,0.0
0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0
0.0,2.0,0.0,11.0
0.0,0.0,4.0,1.0
0.0,0.0,7.0,0.0
0.0,1.0,0.0,5.0
0.0,0.0,1.0,2.0
0.0,2.0,0.0,10.0
17.0,4.0,307.0,13.0
0.0,0.0,0.0,0.0
0.0,0.0,1.0,6.0
0.0,0.0,0.0,0.0
2.0,0.0,4.0,1.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0
1.0,0.0,8.0,0.0
0.0,6.0,0.0,113.0
8.0,0.0,63.0,2.0
0.0,0.0,0.0,0.0
0.0,0.0,2.0,1.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0
2.0,0.0,9.0,0.0
0.0,0.0,0.0,2.0
0.0,0.0,2.0,4.0
0.0,0.0,2.0,0.0
0.0,0.0,0.0,2.0
0.0,0.0,6.0,1.0
0.0,0.0,0.0,0.0
4.0,0.0,59.0,3.0
2.0,0.0,6.0,0.0
0.0,3.0,10.0,10.0
0.0,0.0,5.0,0.0
0.0,0.0,0.0,2.0
19.0,0.0,364.0,0.0
0.0,0.0,7.0,2.0
0.0,23.0,0.0,406.0
0.0,0.0,2.0,0.0
0.0,0.0,0.0,2.0
1.0,0.0,14.0,2.0
0.0,0.0,0.0,0.0
3.0,0.0,13.0,8.0
0.0,0.0,0.0,0.0
0.0,0.0,3.0,2.0
0.0,0.0,0.0,0.0
5.0,0.0,58.0,2.0
0.0,2.0,0.0,4.0
0.0,0.0,2.0,1.0
0.0,0.0,1.0,0.0
0.0,2.0,0.0,7.0
6.0,0.0,54.0,1.0
0.0,0.0,0.0,0.0
0.0,0.0,2.0,8.0
0.0,0.0,0.0,3.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,6.0
0.0,5.0,3.0,58.0
0.0,0.0,0.0,3.0
4.0,0.0,11.0,0.0
1.0,2.0,3.0,13.0
0.0,0.0,1.0,2.0
0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0
3.0,2.0,19.0,32.0
0.0,0.0,2.0,2.0
0.0,0.0,6.0,0.0
0.0,0.0,0.0,5.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,2.0
2.0,2.0,23.0,4.0
0.0,0.0,1.0,11.0
0.0,0.0,0.0,0.0
0.0,0.0,3.0,2.0
0.0,0.0,0.0,0.0
3.0,0.0,27.0,1.0
0.0,0.0,4.0,0.0
1.0,0.0,12.0,1.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,2.0
0.0,0.0,1.0,4.0
0.0,0.0,0.0,0.0
0.0,30.0,2.0,1721.0
0.0,0.0,2.0,0.0
0.0,2.0,0.0,8.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,2.0
0.0,0.0,2.0,2.0
31.0,0.0,1175.0,0.0
7.0,0.0,42.0,1.0
0.0,0.0,0.0,0.0
0.0,0.0,1.0,2.0
0.0,12.0,0.0,92.0
0.0,0.0,1.0,2.0
0.0,0.0,0.0,0.0
1.0,0.0,6.0,1.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0
0.0,0.0,3.0,0.0
0.0,2.0,0.0,24.0
0.0,0.0,2.0,0.0
6.0,0.0,28.0,1.0
0.0,0.0,0.0,0.0
2.0,0.0,11.0,1.0
0.0,0.0,0.0,0.0
0.0,1.0,9.0,3.0
0.0,0.0,0.0,0.0
0.0,3.0,4.0,20.0
11.0,0.0,107.0,5.0
0.0,0.0,0.0,0.0
0.0,0.0,3.0,1.0
0.0,0.0,4.0,0.0
0.0,1.0,0.0,4.0
0.0,4.0,3.0,75.0
0.0,0.0,0.0,0.0
0.0,0.0,1.0,4.0
0.0,34.0,0.0,1199.0
0.0,5.0,1.0,70.0
0.0,0.0,0.0,4.0
23.0,0.0,1071.0,0.0
0.0,2.0,2.0,11.0
3.0,0.0,14.0,3.0
0.0,0.0,0.0,2.0
0.0,0.0,1.0,5.0
0.0,0.0,0.0,2.0
1.0,0.0,5.0,0.0
6.0,0.0,74.0,2.0
0.0,0.0,3.0,0.0
0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0
0.0,2.0,4.0,23.0
2.0,0.0,16.0,0.0
0.0,0.0,4.0,1.0
0.0,0.0,4.0,0.0
0.0,18.0,1.0,463.0
0.0,0.0,0.0,0.0
0.0,0.0,2.0,5.0
0.0,2.0,0.0,19.0
0.0,0.0,2.0,1.0
0.0,0.0,0.0,0.0
0.0,0.0,1.0,9.0
0.0,2.0,0.0,8.0
0.0,13.0,2.0,329.0
0.0,0.0,0.0,0.0
3.0,0.0,6.0,3.0
0.0,0.0,5.0,0.0
0.0,0.0,1.0,2.0
0.0,0.0,0.0,3.0
4.0,0.0,8.0,0.0
0.0,0.0,1.0,3.0
0.0,0.0,0.0,1.0
18.0,0.0,372.0,0.0
0.0,1.0,2.0,9.0
18.0,0.0,226.0,0.0
0.0,0.0,1.0,2.0
0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0
0.0,0.0,2.0,0.0
0.0,0.0,0.0,1.0
0.0,0.0,4.0,0.0
0.0,1.0,2.0,9.0
0.0,0.0,13.0,1.0
0.0,0.0,2.0,0.0
0.0,1.0,0.0,4.0
2.0,15.0,7.0,81.0
0.0,0.0,0.0,2.0
0.0,0.0,2.0,6.0
0.0,0.0,0.0,1.0
2.0,0.0,12.0,0.0
7.0,0.0,18.0,2.0
2.0,0.0,6.0,4.0
0.0,0.0,0.0,2.0
0.0,0.0,2.0,3.0
0.0,0.0,0.0,0.0
0.0,15.0,1.0,175.0
0.0,0.0,0.0,1.0
1.0,0.0,4.0,0.0
0.0,0.0,0.0,1.0
11.0,0.0,155.0,0.0
0.0,0.0,0.0,2.0
0.0,0.0,1.0,0.0
0.0,6.0,0.0,29.0
0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0
0.0,0.0,1.0,5.0
0.0,0.0,0.0,0.0
1.0,3.0,4.0,27.0
0.0,0.0,0.0,0.0
4.0,0.0,8.0,1.0
0.0,0.0,0.0,0.0
2.0,2.0,9.0,7.0
0.0,0.0,0.0,0.0
0.0,0.0,3.0,3.0
0.0,0.0,0.0,0.0
5.0,3.0,32.0,6.0
1.0,0.0,18.0,0.0
0.0,0.0,0.0,9.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,2.0
0.0,0.0,9.0,6.0
1.0,0.0,8.0,0.0
0.0,0.0,1.0,3.0
0.0,0.0,0.0,0.0
2.0,0.0,7.0,5.0
0.0,10.0,1.0,78.0
0.0,2.0,0.0,7.0
0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0
3.0,0.0,24.0,1.0
0.0,0.0,4.0,0.0
0.0,0.0,0.0,2.0
0.0,0.0,2.0,1.0
0.0,0.0,0.0,0.0
0.0,4.0,1.0,37.0
0.0,0.0,0.0,0.0
4.0,0.0,10.0,5.0
0.0,0.0,0.0,2.0
8.0,0.0,74.0,0.0
0.0,0.0,3.0,2.0
0.0,0.0,0.0,0.0
0.0,0.0,2.0,2.0
0.0,0.0,0.0,0.0
0.0,0.0,1.0,8.0
0.0,0.0,0.0,0.0
0.0,0.0,2.0,1.0
3.0,0.0,15.0,0.0
0.0,0.0,2.0,2.0
3.0,0.0,30.0,2.0
0.0,9.0,0.0,376.0
1.0,0.0,8.0,0.0
0.0,1.0,7.0,5.0
0.0,1.0,0.0,4.0
0.0,0.0,1.0,2.0
0.0,0.0,0.0,0.0
2.0,0.0,25.0,1.0
0.0,0.0,0.0,0.0
0.0,0.0,2.0,3.0
0.0,3.0,2.0,26.0
0.0,2.0,4.0,4.0
0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0
10.0,4.0,106.0,14.0
0.0,0.0,2.0,0.0
0.0,3.0,5.0,32.0
0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0
2.0,0.0,11.0,2.0
0.0,0.0,0.0,0.0
0.0,0.0,4.0,1.0
0.0,0.0,0.0,0.0
0.0,2.0,5.0,24.0
0.0,0.0,0.0,0.0
2.0,0.0,22.0,1.0
0.0,0.0,0.0,0.0
3.0,2.0,14.0,11.0
0.0,2.0,1.0,5.0
0.0,0.0,0.0,2.0
0.0,0.0,3.0,0.0
0.0,0.0,2.0,1.0
1.0,0.0,9.0,0.0
0.0,11.0,0.0,182.0
0.0,0.0,1.0,3.0
0.0,0.0,0.0,0.0
0.0,3.0,1.0,21.0
0.0,0.0,0.0,0.0
0.0,0.0,2.0,8.0
0.0,0.0,0.0,0.0
22.0,0.0,1049.0,1.0
0.0,0.0,0.0,0.0
0.0,0.0,1.0,2.0
0.0,4.0,0.0,21.0
4.0,0.0,37.0,0.0
0.0,7.0,0.0,99.0
15.0,0.0,274.0,0.0
0.0,1.0,0.0,6.0
0.0,0.0,2.0,0.0
0.0,19.0,0.0,1373.0
0.0,0.0,1.0,2.0
0.0,0.0,0.0,0.0
0.0,0.0,3.0,2.0
0.0,0.0,2.0,1.0
3.0,0.0,17.0,0.0
0.0,2.0,0.0,11.0
0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0
1.0,0.0,5.0,1.0
0.0,0.0,0.0,0.0
0.0,0.0,2.0,4.0
0.0,0.0,0.0,0.0
0.0,0.0,2.0,1.0
0.0,0.0,2.0,0.0
0.0,1.0,0.0,5.0
0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0
33.0,8.0,2080.0,102.0
0.0,0.0,2.0,0.0
0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,5.0
3.0,0.0,16.0,2.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,2.0
7.0,0.0,75.0,0.0
0.0,0.0,2.0,1.0
0.0,0.0,4.0,0.0
0.0,2.0,0.0,11.0
0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0
4.0,0.0,23.0,1.0
0.0,0.0,0.0,0.0
0.0,0.0,2.0,1.0
0.0,0.0,0.0,0.0
0.0,3.0,2.0,12.0
0.0,0.0,0.0,1.0
15.0,0.0,348.0,0.0
0.0,2.0,0.0,18.0
0.0,0.0,7.0,0.0
0.0,0.0,1.0,2.0
0.0,0.0,0.0,2.0
0.0,0.0,2.0,0.0
0.0,0.0,0.0,1.0
0.0,0.0,2.0,0.0
0.0,9.0,1.0,218.0
0.0,0.0,0.0,0.0
0.0,0.0,4.0,4.0
0.0,0.0,0.0,0.0
6.0,0.0,28.0,7.0
0.0,2.0,0.0,14.0
0.0,0.0,4.0,2.0
0.0,0.0,2.0,0.0
2.0,0.0,22.0,1.0
5.0,0.0,40.0,0.0
0.0,8.0,0.0,53.0
0.0,0.0,1.0,2.0
0.0,0.0,0.0,2.0
0.0,0.0,2.0,0.0
0.0,0.0,0.0,1.0
0.0,0.0,2.0,0.0
3.0,2.0,13.0,23.0
0.0,0.0,0.0,1.0
1.0,0.0,4.0,0.0
0.0,3.0,0.0,24.0
0.0,0.0,1.0,0.0
0.0,2.0,0.0,10.0
0.0,0.0,2.0,1.0
0.0,0.0,3.0,0.0
0.0,0.0,0.0,2.0
4.0,0.0,19.0,0.0
0.0,3.0,0.0,36.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0
0.0,1.0,0.0,8.0
1.0,0.0,11.0,0.0
0.0,0.0,2.0,4.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,4.0
2.0,0.0,8.0,0.0
0.0,0.0,0.0,9.0
0.0,0.0,3.0,2.0
0.0,0.0,0.0,2.0
3.0,31.0,7.0,1163.0
0.0,0.0,0.0,1.0
11.0,0.0,95.0,0.0
0.0,1.0,0.0,3.0
0.0,0.0,4.0,1.0
0.0,0.0,0.0,0.0
2.0,1.0,9.0,7.0
0.0,0.0,0.0,1.0
25.0,0.0,1170.0,0.0
0.0,5.0,0.0,31.0
0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0
0.0,3.0,2.0,8.0
0.0,0.0,0.0,0.0
0.0,3.0,1.0,16.0
0.0,0.0,0.0,1.0
5.0,0.0,113.0,0.0
0.0,3.0,0.0,12.0
0.0,0.0,3.0,0.0
6.0,0.0,36.0,3.0
0.0,0.0,1.0,0.0
0.0,11.0,0.0,282.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0
2.0,0.0,18.0,0.0
0.0,0.0,0.0,4.0
0.0,0.0,2.0,1.0
0.0,0.0,1.0,0.0
0.0,2.0,0.0,16.0
0.0,0.0,10.0,1.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,3.0
0.0,0.0,4.0,0.0
0.0,0.0,2.0,3.0
0.0,0.0,0.0,0.0
0.0,2.0,1.0,11.0
0.0,0.0,0.0,0.0
22.0,6.0,857.0,45.0
0.0,0.0,0.0,0.0
3.0,0.0,23.0,5.0
0.0,1.0,4.0,13.0
0.0,0.0,0.0,0.0
0.0,0.0,1.0,2.0
0.0,0.0,0.0,0.0
0.0,3.0,6.0,16.0
0.0,0.0,0.0,0.0
0.0,11.0,1.0,144.0
0.0,0.0,0.0,1.0
0.0,0.0,2.0,0.0
0.0,0.0,0.0,3.0
8.0,0.0,87.0,0.0
0.0,0.0,2.0,2.0
0.0,0.0,0.0,0.0
0.0,0.0,1.0,2.0
0.0,0.0,0.0,0.0
2.0,3.0,11.0,16.0
0.0,0.0,0.0,1.0
5.0,0.0,14.0,0.0
0.0,0.0,0.0,2.0
2.0,0.0,7.0,0.0
0.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,2.0
0.0,0.0,1.0,2.0
0.0,0.0,0.0,0.0
3.0,0.0,7.0,3.0
0.0,2.0,1.0,13.0
0.0,0.0,0.0,0.0
1.0,8.0,11.0,87.0
4.0,0.0,21.0,1.0
0.0,0.0,0.0,0.0
2.0,0.0,7.0,2.0
0.0,0.0,0.0,2.0
7.0,0.0,171.0,0.0
42.0,0.0,2330.0,3.0
0.0,0.0,1.0,0.0
0.0,3.0,0.0,7.0
20.0,0.0,1601.0,0.0
0.0,2.0,0.0,11.0
6.0,0.0,53.0,7.0
0.0,0.0,0.0,0.0
0.0,0.0,1.0,4.0
0.0,0.0,0.0,0.0
0.0,1.0,1.0,10.0
0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0
0.0,5.0,0.0,22.0
0.0,0.0,4.0,1.0
0.0,0.0,2.0,0.0
10.0,0.0,208.0,1.0
0.0,0.0,2.0,0.0
0.0,3.0,1.0,11.0
0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0
0.0,1.0,0.0,5.0
0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0
5.0,0.0,98.0,2.0
7.0,0.0,56.0,0.0
0.0,0.0,6.0,3.0
0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0
4.0,0.0,43.0,5.0
0.0,0.0,0.0,0.0
0.0,0.0,1.0,2.0
0.0,0.0,0.0,0.0
1.0,2.0,16.0,20.0
0.0,0.0,0.0,1.0
0.0,0.0,2.0,0.0
0.0,16.0,1.0,183.0
0.0,0.0,0.0,0.0
2.0,0.0,6.0,7.0
0.0,0.0,1.0,4.0
0.0,1.0,0.0,16.0
0.0,0.0,2.0,2.0
0.0,0.0,6.0,0.0
0.0,0.0,0.0,7.0
0.0,0.0,4.0,3.0
0.0,0.0,1.0,0.0
0.0,5.0,0.0,20.0
1.0,0.0,13.0,0.0
0.0,0.0,0.0,2.0
6.0,0.0,128.0,1.0
2.0,0.0,7.0,0.0
0.0,0.0,0.0,4.0
18.0,0.0,1219.0,0.0
0.0,3.0,0.0,22.0
0.0,0.0,2.0,0.0
0.0,0.0,0.0,2.0
0.0,0.0,2.0,0.0
0.0,0.0,1.0,5.0
0.0,0.0,0.0,0.0
10.0,0.0,307.0,3.0
0.0,0.0,4.0,0.0
0.0,2.0,4.0,3.0
0.0,0.0,0.0,1.0
0.0,0.0,2.0,0.0
0.0,0.0,0.0,1.0
0.0,0.0,2.0,0.0
0.0,7.0,4.0,95.0
0.0,0.0,0.0,1.0
0.0,0.0,2.0,0.0
0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0
7.0,0.0,37.0,4.0
0.0,4.0,0.0,19.0
0.0,11.0,5.0,445.0
0.0,17.0,0.0,163.0
6.0,0.0,58.0,0.0
0.0,0.0,0.0,2.0
5.0,0.0,43.0,0.0
1.0,0.0,7.0,2.0
0.0,0.0,0.0,1.0
0.0,0.0,3.0,0.0
0.0,3.0,0.0,11.0
0.0,0.0,2.0,1.0
0.0,0.0,0.0,0.0
0.0,0.0,3.0,3.0
0.0,0.0,2.0,0.0
0.0,0.0,0.0,1.0
3.0,0.0,12.0,0.0
2.0,0.0,8.0,1.0
0.0,0.0,0.0,0.0
5.0,1.0,37.0,6.0
0.0,0.0,0.0,0.0
0.0,0.0,1.0,4.0
0.0,0.0,0.0,11.0
0.0,0.0,5.0,0.0
0.0,17.0,0.0,304.0
0.0,0.0,7.0,1.0
0.0,0.0,0.0,0.0
0.0,0.0,1.0,5.0
0.0,0.0,0.0,0.0
8.0,0.0,138.0,2.0
0.0,0.0,1.0,0.0
0.0,15.0,0.0,696.0
0.0,0.0,6.0,5.0
0.0,0.0,1.0,2.0
0.0,0.0,0.0,0.0
0.0,2.0,5.0,5.0
6.0,3.0,22.0,47.0
0.0,2.0,2.0,15.0
0.0,0.0,0.0,0.0
1.0,0.0,9.0,1.0
0.0,0.0,2.0,0.0
0.0,1.0,0.0,4.0
1.0,0.0,13.0,0.0
0.0,0.0,1.0,2.0
0.0,0.0,0.0,0.0
0.0,0.0,2.0,1.0
1.0,0.0,11.0,0.0
0.0,4.0,1.0,40.0
0.0,1.0,0.0,9.0
10.0,0.0,86.0,1.0
0.0,0.0,0.0,0.0
0.0,1.0,4.0,5.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,2.0
0.0,0.0,2.0,2.0
0.0,0.0,5.0,0.0
0.0,0.0,1.0,2.0
0.0,0.0,0.0,0.0
1.0,0.0,5.0,1.0
0.0,0.0,3.0,0.0
2.0,2.0,18.0,11.0
0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0
1.0,4.0,6.0,48.0
35.0,0.0,4075.0,1.0
3.0,0.0,30.0,0.0
9.0,4.0,80.0,8.0
0.0,0.0,2.0,0.0
2.0,11.0,6.0,127.0
0.0,0.0,0.0,5.0
2.0,0.0,8.0,0.0
0.0,2.0,3.0,32.0
0.0,0.0,6.0,0.0
0.0,0.0,7.0,1.0
0.0,0.0,0.0,0.0
12.0,7.0,416.0,74.0
0.0,0.0,4.0,0.0
0.0,0.0,0.0,2.0
0.0,0.0,1.0,0.0
0.0,3.0,0.0,12.0
0.0,1.0,1.0,11.0
0.0,0.0,0.0,0.0
4.0,0.0,42.0,4.0
0.0,0.0,0.0,0.0
0.0,2.0,1.0,14.0
0.0,1.0,0.0,6.0
21.0,3.0,751.0,32.0
0.0,0.0,2.0,0.0
0.0,0.0,0.0,2.0
26.0,0.0,953.0,1.0
0.0,0.0,1.0,0.0
0.0,2.0,0.0,8.0
4.0,0.0,24.0,0.0
0.0,3.0,0.0,28.0
0.0,0.0,3.0,0.0
0.0,0.0,0.0,2.0
3.0,0.0,14.0,3.0
0.0,0.0,0.0,0.0
2.0,2.0,4.0,11.0
0.0,0.0,0.0,0.0
0.0,10.0,2.0,183.0
6.0,0.0,38.0,0.0
1.0,0.0,6.0,7.0
0.0,0.0,3.0,0.0
0.0,33.0,0.0,1442.0
0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0
3.0,0.0,24.0,1.0
0.0,0.0,2.0,0.0
0.0,0.0,0.0,2.0
2.0,0.0,46.0,0.0
0.0,0.0,2.0,2.0
0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0
0.0,4.0,3.0,16.0
0.0,0.0,0.0,1.0
0.0,0.0,2.0,0.0
0.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,3.0
2.0,0.0,13.0,0.0
0.0,0.0,2.0,5.0
0.0,0.0,2.0,0.0
0.0,1.0,0.0,4.0
0.0,6.0,1.0,73.0
0.0,0.0,0.0,0.0
1.0,0.0,8.0,2.0
6.0,2.0,40.0,16.0
0.0,0.0,2.0,1.0
0.0,0.0,2.0,0.0
0.0,4.0,1.0,38.0
0.0,0.0,0.0,1.0
2.0,0.0,11.0,0.0
2.0,0.0,43.0,1.0
0.0,0.0,0.0,0.0
2.0,0.0,26.0,2.0
0.0,0.0,2.0,0.0
0.0,1.0,5.0,11.0
0.0,2.0,0.0,5.0
0.0,0.0,4.0,1.0
0.0,0.0,0.0,0.0
0.0,0.0,2.0,2.0
0.0,2.0,0.0,15.0
0.0,0.0,2.0,0.0
0.0,0.0,0.0,1.0
3.0,0.0,12.0,0.0
0.0,2.0,1.0,6.0
0.0,0.0,0.0,0.0
11.0,2.0,112.0,12.0
0.0,0.0,0.0,1.0
1.0,0.0,10.0,0.0
0.0,0.0,0.0,2.0
4.0,0.0,27.0,0.0
0.0,0.0,0.0,1.0
7.0,0.0,102.0,0.0
0.0,5.0,1.0,54.0
0.0,0.0,0.0,0.0
0.0,0.0,1.0,2.0
0.0,0.0,0.0,8.0
8.0,0.0,101.0,0.0
0.0,0.0,1.0,2.0
0.0,6.0,0.0,32.0
0.0,2.0,3.0,7.0
2.0,0.0,7.0,4.0
0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0
2.0,9.0,4.0,165.0
0.0,0.0,3.0,2.0
0.0,0.0,4.0,1.0
3.0,0.0,17.0,0.0
0.0,0.0,0.0,5.0
0.0,0.0,2.0,0.0
7.0,1.0,38.0,4.0
0.0,0.0,2.0,0.0
0.0,0.0,1.0,2.0
0.0,0.0,0.0,0.0
0.0,3.0,1.0,17.0
0.0,0.0,0.0,1.0
2.0,0.0,4.0,0.0
0.0,0.0,0.0,1.0
0.0,0.0,3.0,0.0
0.0,0.0,0.0,2.0
1.0,0.0,6.0,0.0
5.0,0.0,19.0,3.0
0.0,0.0,0.0,0.0
0.0,0.0,1.0,2.0
0.0,4.0,0.0,42.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0
5.0,0.0,33.0,0.0
0.0,0.0,0.0,2.0
0.0,0.0,6.0,0.0
0.0,1.0,0.0,4.0
4.0,0.0,9.0,0.0
0.0,1.0,0.0,4.0
4.0,2.0,27.0,13.0
0.0,0.0,0.0,1.0
3.0,0.0,18.0,0.0
0.0,23.0,0.0,909.0
0.0,0.0,1.0,2.0
0.0,0.0,0.0,1.0
31.0,0.0,261.0,0.0
1.0,7.0,10.0,58.0
0.0,0.0,0.0,4.0
0.0,0.0,2.0,0.0
0.0,0.0,0.0,7.0
8.0,0.0,182.0,0.0
1.0,3.0,3.0,16.0
0.0,2.0,2.0,6.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0
7.0,0.0,51.0,0.0
0.0,0.0,0.0,2.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,1.0
0.0,0.0,6.0,0.0
0.0,0.0,0.0,2.0
0.0,3.0,1.0,27.0
0.0,0.0,0.0,0.0
1.0,0.0,6.0,5.0
0.0,0.0,1.0,0.0
0.0,0.0,0.0,2.0
0.0,0.0,2.0,0.0
0.0,1.0,0.0,6.0
0.0,0.0,3.0,0.0
0.0,0.0,1.0,3.0
0.0,2.0,0.0,5.0
4.0,0.0,10.0,0.0
0.0,3.0,0.0,14.0
0.0,0.0,2.0,5.0
0.0,0.0,3.0,0.0
0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0
0.0,2.0,7.0,8.0
0.0,0.0,0.0,0.0
2.0,0.0,16.0,1.0
0.0,0.0,0.0,0.0
0.0,7.0,2.0,43.0
